Count,Serial No.,Image Name,Annotations,X,Y,R,G,B,Grayscale,Hex,Prediction,CountBlue,CountBrown,Image Name.1,browntype,FinalPred,CountW,CountM,CountS,CountN
225,14,1313.png,65,111,114,110,111,123,0.4378537237644196,#6e6f7b,Blue,42.0,,1313.png,,N,,,,42.0
226,14,1313.png,65,178,144,77,64,46,0.2567243278026581,#4d402e,Brown,,184.0,1313.png,0.0,S,,,95.0,
227,14,1313.png,65,199,136,59,33,35,0.1516439318656921,#3b2123,Brown,,185.0,1313.png,0.0,S,,,96.0,
228,14,1313.png,65,198,124,237,215,205,0.8586431741714478,#edd7cd,Brown,,186.0,1313.png,1.0,W,17.0,,,
229,14,1313.png,65,198,107,65,57,60,0.2310443222522736,#41393c,Brown,,187.0,1313.png,0.0,S,,,97.0,
230,14,1313.png,65,191,93,125,127,171,0.5088133811950684,#7d7fab,Blue,43.0,,1313.png,,N,,,,43.0
231,14,1313.png,65,176,54,86,61,36,0.2529804110527039,#563d24,Brown,,188.0,1313.png,0.0,S,,,98.0,
232,14,1313.png,65,161,29,102,94,96,0.3758596181869507,#665e60,Brown,,189.0,1313.png,2.0,M,,74.0,,
233,14,1313.png,65,22,2,91,67,46,0.2768074572086334,#5b432e,Brown,,190.0,1313.png,2.0,M,,75.0,,
234,14,1313.png,65,38,6,98,74,61,0.3065203726291656,#624a3d,Brown,,191.0,1313.png,2.0,M,,76.0,,
235,14,1313.png,65,42,2,82,67,59,0.2729831635951996,#52433b,Brown,,192.0,1313.png,2.0,M,,77.0,,
236,14,1313.png,65,58,8,143,116,79,0.4669404029846191,#8f744f,Brown,,193.0,1313.png,1.0,W,18.0,,,
237,14,1313.png,65,68,5,84,63,52,0.2614486217498779,#543f34,Brown,,194.0,1313.png,0.0,S,,,99.0,
238,14,1313.png,65,66,44,63,52,37,0.2088470458984375,#3f3425,Brown,,195.0,1313.png,0.0,S,,,100.0,
239,14,1313.png,65,60,38,98,90,70,0.3539529740810394,#625a46,Brown,,196.0,1313.png,2.0,M,,78.0,,
240,14,1313.png,65,73,39,69,63,62,0.2517760694026947,#453f3e,Brown,,197.0,1313.png,0.0,S,,,101.0,
241,14,1313.png,65,76,47,73,60,53,0.2441482245922089,#493c35,Brown,,198.0,1313.png,0.0,S,,,102.0,
242,14,1313.png,65,86,41,89,59,52,0.2543933391571045,#593b34,Brown,,199.0,1313.png,0.0,S,,,103.0,
243,14,1313.png,65,88,49,82,68,59,0.2757886350154877,#52443b,Brown,,200.0,1313.png,2.0,M,,79.0,,
244,14,1313.png,65,98,57,84,65,54,0.2676251232624054,#544136,Brown,,201.0,1313.png,2.0,M,,80.0,,
245,14,1313.png,65,97,49,95,73,75,0.3051733374595642,#5f494b,Brown,,202.0,1313.png,2.0,M,,81.0,,
246,14,1313.png,65,106,53,94,78,68,0.3163882493972778,#5e4e44,Brown,,203.0,1313.png,2.0,M,,82.0,,
247,14,1313.png,65,109,46,98,82,89,0.336881160736084,#625259,Brown,,204.0,1313.png,2.0,M,,83.0,,
248,14,1313.png,65,114,54,103,79,91,0.3331968784332275,#674f5b,Brown,,205.0,1313.png,2.0,M,,84.0,,
249,14,1313.png,65,123,48,67,57,50,0.229883536696434,#433932,Brown,,206.0,1313.png,0.0,S,,,104.0,
250,14,1313.png,65,126,41,143,136,131,0.5377529859542847,#8f8883,Brown,,207.0,1313.png,1.0,W,19.0,,,
251,14,1313.png,65,132,48,147,107,95,0.449548214673996,#936b5f,Brown,,208.0,1313.png,2.0,M,,85.0,,
252,14,1313.png,65,134,37,102,88,87,0.3564819693565369,#665857,Brown,,209.0,1313.png,2.0,M,,86.0,,
253,14,1313.png,65,142,30,65,58,51,0.2313051074743271,#413a33,Brown,,210.0,1313.png,0.0,S,,,105.0,
254,14,1313.png,65,128,20,116,96,97,0.3934199810028076,#746061,Brown,,211.0,1313.png,2.0,M,,87.0,,
255,14,1313.png,65,120,19,67,50,48,0.2096796184778214,#433230,Brown,,212.0,1313.png,0.0,S,,,106.0,
256,14,1313.png,65,109,22,70,54,54,0.225098043680191,#463636,Brown,,213.0,1313.png,0.0,S,,,107.0,
257,14,1313.png,65,104,30,141,144,166,0.568426251411438,#8d90a6,Blue,44.0,,1313.png,,N,,,,44.0
258,14,1313.png,65,103,19,77,63,66,0.2595737278461456,#4d3f42,Brown,,214.0,1313.png,0.0,S,,,108.0,
259,14,1313.png,65,95,20,109,76,79,0.3263874650001526,#6d4c4f,Brown,,215.0,1313.png,2.0,M,,88.0,,
260,14,1313.png,65,86,24,91,73,36,0.2908129394054413,#5b4924,Brown,,216.0,1313.png,2.0,M,,89.0,,
261,14,1313.png,65,85,6,73,71,77,0.2817945182323456,#49474d,Brown,,217.0,1313.png,2.0,M,,90.0,,
262,14,1313.png,65,84,10,126,120,124,0.4767192006111145,#7e787c,Brown,,218.0,1313.png,1.0,W,20.0,,,
263,14,1313.png,65,104,7,78,60,63,0.2511423528194427,#4e3c3f,Brown,,219.0,1313.png,0.0,S,,,109.0,
264,14,1313.png,65,113,11,76,63,88,0.2649607956409454,#4c3f58,Brown,,220.0,1313.png,2.0,M,,91.0,,
265,14,1313.png,65,98,5,90,84,81,0.3335635364055634,#5a5451,Brown,,221.0,1313.png,2.0,M,,92.0,,
266,14,1313.png,65,118,4,73,56,53,0.2329262644052505,#493835,Brown,,222.0,1313.png,0.0,S,,,110.0,
267,14,1313.png,65,78,14,144,136,156,0.5456548929214478,#90889c,Blue,45.0,,1313.png,,N,,,,45.0
268,14,1313.png,65,78,4,138,149,166,0.5799537301063538,#8a95a6,Blue,46.0,,1313.png,,N,,,,46.0
269,14,1313.png,65,92,1,77,65,65,0.2649019658565521,#4d4141,Brown,,223.0,1313.png,2.0,M,,93.0,,
270,15,1314.png,22,138,122,138,139,171,0.5533125996589661,#8a8bab,Blue,47.0,,1314.png,,N,,,,47.0
271,15,1314.png,22,148,113,149,138,168,0.5588254928588867,#958aa8,Blue,48.0,,1314.png,,N,,,,48.0
272,15,1314.png,22,149,32,122,118,157,0.4771054685115814,#7a769d,Blue,49.0,,1314.png,,N,,,,49.0
273,15,1314.png,22,159,34,109,104,143,0.4230368435382843,#6d688f,Blue,50.0,,1314.png,,N,,,,50.0
274,15,1314.png,22,147,5,136,132,159,0.5286145210266113,#88849f,Blue,51.0,,1314.png,,N,,,,51.0
275,15,1314.png,22,141,8,188,186,188,0.7316439747810364,#bcbabc,Blue,52.0,,1314.png,,N,,,,52.0
276,15,1314.png,22,122,125,139,140,161,0.5541239380836487,#8b8ca1,Blue,53.0,,1314.png,,N,,,,53.0
277,15,1314.png,22,157,80,161,171,183,0.6656478643417358,#a1abb7,Blue,54.0,,1314.png,,N,,,,54.0
278,15,1314.png,22,185,40,137,129,179,0.5266863107681274,#8981b3,Blue,55.0,,1314.png,,N,,,,55.0
279,15,1314.png,22,160,42,184,171,191,0.6870764493942261,#b8abbf,Blue,56.0,,1314.png,,N,,,,56.0
280,15,1314.png,22,162,2,167,164,205,0.6572297811508179,#a7a4cd,Blue,57.0,,1314.png,,N,,,,57.0
281,15,1314.png,22,73,30,87,80,98,0.3246482312679291,#575062,Brown,,224.0,1314.png,2.0,M,,94.0,,
282,15,1314.png,22,77,33,127,129,169,0.5155255198478699,#7f81a9,Blue,58.0,,1314.png,,N,,,,58.0
283,15,1314.png,22,130,139,101,92,107,0.3725255131721497,#655c6b,Blue,59.0,,1314.png,,N,,,,59.0
284,15,1314.png,22,117,26,116,112,139,0.4501831233501434,#74708b,Blue,60.0,,1314.png,,N,,,,60.0
285,15,1314.png,22,121,33,195,187,171,0.7354761362075806,#c3bbab,Brown,,225.0,1314.png,1.0,W,21.0,,,
286,15,1314.png,22,101,36,127,106,121,0.4374274611473083,#7f6a79,Brown,,226.0,1314.png,2.0,M,,95.0,,
287,15,1314.png,22,171,199,56,45,43,0.1850717663764954,#382d2b,Brown,,227.0,1314.png,0.0,S,,,111.0,
288,15,1314.png,22,187,188,105,85,66,0.3446278274059296,#695542,Brown,,228.0,1314.png,2.0,M,,96.0,,
289,15,1314.png,22,78,89,110,80,75,0.3373117744922638,#6e504b,Brown,,229.0,1314.png,2.0,M,,97.0,,
290,15,1314.png,22,88,75,89,67,57,0.2782509922981262,#594339,Brown,,230.0,1314.png,2.0,M,,98.0,,
291,15,1314.png,22,95,87,87,68,51,0.2776933610439301,#574433,Brown,,231.0,1314.png,2.0,M,,99.0,,
292,16,1319.png,38,71,119,186,160,137,0.6426145434379578,#baa089,Brown,,232.0,1319.png,1.0,W,22.0,,,
293,16,1319.png,38,78,108,97,101,135,0.4023584723472595,#616587,Blue,61.0,,1319.png,,N,,,,61.0
294,16,1319.png,38,78,98,90,78,87,0.3184270858764648,#5a4e57,Brown,,233.0,1319.png,2.0,M,,100.0,,
295,16,1319.png,38,60,89,87,66,56,0.2734960913658142,#574238,Brown,,234.0,1319.png,2.0,M,,101.0,,
296,16,1319.png,38,85,86,75,64,67,0.2609953284263611,#4b4043,Brown,,235.0,1319.png,0.0,S,,,112.0,
297,16,1319.png,38,105,76,115,91,68,0.3703595995903015,#735b44,Brown,,236.0,1319.png,2.0,M,,102.0,,
298,16,1319.png,38,97,113,110,97,98,0.3915082216262817,#6e6162,Brown,,237.0,1319.png,2.0,M,,103.0,,
299,16,1319.png,38,87,138,74,53,37,0.2208192199468613,#4a3525,Brown,,238.0,1319.png,0.0,S,,,113.0,
300,16,1319.png,38,82,127,147,151,158,0.590802788734436,#93979e,Brown,,239.0,1319.png,1.0,W,23.0,,,
301,16,1319.png,38,110,118,109,84,74,0.3474176526069641,#6d544a,Brown,,240.0,1319.png,2.0,M,,104.0,,
302,16,1319.png,38,122,121,135,102,96,0.425803542137146,#876660,Brown,,241.0,1319.png,2.0,M,,105.0,,
303,16,1319.png,38,127,112,103,88,83,0.3561843037605286,#675853,Brown,,242.0,1319.png,2.0,M,,106.0,,
304,16,1319.png,38,133,112,70,51,43,0.2135713696479797,#46332b,Brown,,243.0,1319.png,0.0,S,,,114.0,
305,16,1319.png,38,148,84,89,57,48,0.2476513832807541,#593930,Brown,,244.0,1319.png,0.0,S,,,115.0,
306,16,1319.png,38,157,87,84,48,42,0.2165388166904449,#54302a,Brown,,245.0,1319.png,0.0,S,,,116.0,
307,16,1319.png,38,167,92,114,94,77,0.3804874420166016,#725e4d,Brown,,246.0,1319.png,2.0,M,,107.0,,
308,16,1319.png,38,168,103,87,64,61,0.2692988216876984,#57403d,Brown,,247.0,1319.png,2.0,M,,108.0,,
309,16,1319.png,38,156,111,106,77,59,0.3210380673408508,#6a4d3b,Brown,,248.0,1319.png,2.0,M,,109.0,,
310,16,1319.png,38,153,118,98,82,85,0.3357501924037933,#625255,Brown,,249.0,1319.png,2.0,M,,110.0,,
311,16,1319.png,38,167,112,110,94,100,0.3836572468280792,#6e5e64,Brown,,250.0,1319.png,2.0,M,,111.0,,
312,16,1319.png,38,182,114,89,61,59,0.2619835436344147,#593d3b,Brown,,251.0,1319.png,0.0,S,,,117.0,
313,16,1319.png,38,189,123,140,118,110,0.4788164794445038,#8c766e,Brown,,252.0,1319.png,1.0,W,24.0,,,
314,16,1319.png,38,169,143,78,61,52,0.250837653875351,#4e3d34,Brown,,253.0,1319.png,0.0,S,,,118.0,
315,16,1319.png,38,178,134,98,60,45,0.262719601392746,#623c2d,Brown,,254.0,1319.png,0.0,S,,,119.0,
316,16,1319.png,38,186,139,104,91,71,0.362041175365448,#685b47,Brown,,255.0,1319.png,2.0,M,,112.0,,
317,16,1319.png,38,185,144,118,94,93,0.3883447051048279,#765e5d,Brown,,256.0,1319.png,2.0,M,,113.0,,
318,16,1319.png,38,197,141,121,102,118,0.4203572273254395,#796676,Brown,,257.0,1319.png,2.0,M,,114.0,,
319,16,1319.png,38,199,151,47,34,36,0.1447321623563766,#2f2224,Brown,,258.0,1319.png,0.0,S,,,120.0,
320,16,1319.png,38,196,167,118,89,73,0.3686623573303223,#765949,Brown,,259.0,1319.png,2.0,M,,115.0,,
321,16,1319.png,38,179,174,99,90,79,0.3573310077190399,#635a4f,Brown,,260.0,1319.png,2.0,M,,116.0,,
322,16,1319.png,38,168,174,151,123,126,0.5065345168113708,#977b7e,Brown,,261.0,1319.png,1.0,W,25.0,,,
323,16,1319.png,38,46,22,74,70,92,0.2840635180473328,#4a465c,Blue,62.0,,1319.png,,N,,,,62.0
324,16,1319.png,38,29,25,64,39,39,0.1737745106220245,#402727,Brown,,262.0,1319.png,0.0,S,,,121.0,
325,16,1319.png,38,15,23,84,58,43,0.2448764741420746,#543a2b,Brown,,263.0,1319.png,0.0,S,,,122.0,
326,16,1319.png,38,11,17,86,55,41,0.2375611811876297,#563729,Brown,,264.0,1319.png,0.0,S,,,123.0,
327,16,1319.png,38,31,3,120,108,119,0.4366396069526672,#786c77,Brown,,265.0,1319.png,2.0,M,,117.0,,
328,16,1319.png,38,4,178,114,75,79,0.3277486562728882,#724b4f,Brown,,266.0,1319.png,2.0,M,,118.0,,
329,16,1319.png,38,12,198,85,70,57,0.2833341062068939,#554639,Brown,,267.0,1319.png,2.0,M,,119.0,,
330,17,1323.png,11,182,110,79,40,46,0.1910592168569565,#4f282e,Brown,,268.0,1323.png,0.0,S,,,124.0,
331,17,1323.png,11,190,119,177,168,153,0.662082314491272,#b1a899,Brown,,269.0,1323.png,1.0,W,26.0,,,
332,17,1323.png,11,187,133,91,89,123,0.3602995872497559,#5b597b,Blue,63.0,,1323.png,,N,,,,63.0
333,17,1323.png,11,176,158,103,95,79,0.3746917843818665,#675f4f,Brown,,270.0,1323.png,2.0,M,,120.0,,
334,17,1323.png,11,158,141,61,46,53,0.1948713660240173,#3d2e35,Brown,,271.0,1323.png,0.0,S,,,125.0,
335,17,1323.png,11,166,181,109,82,63,0.3386964499950409,#6d523f,Brown,,272.0,1323.png,2.0,M,,121.0,,
336,17,1323.png,11,155,197,92,76,91,0.315613716840744,#5c4c5b,Brown,,273.0,1323.png,2.0,M,,122.0,,
337,17,1323.png,11,143,194,150,134,121,0.5351479053497314,#968679,Brown,,274.0,1323.png,1.0,W,27.0,,,
338,17,1323.png,11,174,97,59,58,60,0.2288497984409332,#3b3a3c,Brown,,275.0,1323.png,0.0,S,,,126.0,
339,17,1323.png,11,178,89,169,149,134,0.5967392325401306,#a99586,Brown,,276.0,1323.png,1.0,W,28.0,,,
340,17,1323.png,11,187,82,92,64,59,0.2729000151157379,#5c403b,Brown,,277.0,1323.png,2.0,M,,123.0,,
341,18,135.png,13,6,92,59,26,31,0.1308745145797729,#3b1a1f,Brown,,278.0,135.png,0.0,S,,,127.0,
342,18,135.png,13,22,75,94,67,50,0.2804384529590607,#5e4332,Brown,,279.0,135.png,2.0,M,,124.0,,
343,18,135.png,13,9,57,138,118,122,0.4805427491664886,#8a767a,Blue,64.0,,135.png,,N,,,,64.0
344,18,135.png,13,16,15,60,37,29,0.1620027422904968,#3c251d,Brown,,280.0,135.png,0.0,S,,,128.0,
345,18,135.png,13,32,11,60,33,39,0.1536082327365875,#3c2127,Brown,,281.0,135.png,0.0,S,,,129.0,
346,18,135.png,13,65,7,135,133,161,0.5311521887779236,#8785a1,Blue,65.0,,135.png,,N,,,,65.0
347,18,135.png,13,53,19,93,59,44,0.2554647028446198,#5d3b2c,Brown,,282.0,135.png,0.0,S,,,130.0,
348,18,135.png,13,38,47,60,28,26,0.1359050869941711,#3c1c1a,Brown,,283.0,135.png,0.0,S,,,131.0,
349,18,135.png,13,54,35,99,88,78,0.3514372408390045,#63584e,Brown,,284.0,135.png,2.0,M,,125.0,,
350,18,135.png,13,52,49,105,87,99,0.3595694303512573,#695763,Brown,,285.0,135.png,2.0,M,,126.0,,
351,18,135.png,13,189,164,121,105,100,0.423684298992157,#796964,Brown,,286.0,135.png,2.0,M,,127.0,,
352,18,135.png,13,95,8,55,33,27,0.1460486352443695,#37211b,Brown,,287.0,135.png,0.0,S,,,132.0,
353,18,135.png,13,69,45,103,84,77,0.3432658910751343,#67544d,Brown,,288.0,135.png,2.0,M,,128.0,,
354,19,1368.png,26,3,73,101,63,53,0.2758980393409729,#653f35,Brown,,289.0,1368.png,2.0,M,,129.0,,
355,19,1368.png,26,3,81,128,98,71,0.4016796350479126,#806247,Brown,,290.0,1368.png,2.0,M,,130.0,,
356,19,1368.png,26,14,80,82,61,40,0.2507780492305756,#523d28,Brown,,291.0,1368.png,0.0,S,,,133.0,
357,19,1368.png,26,18,88,79,46,39,0.2059129327535629,#4f2e27,Brown,,292.0,1368.png,0.0,S,,,134.0,
358,19,1368.png,26,5,91,98,63,60,0.2753772437572479,#623f3c,Brown,,293.0,1368.png,2.0,M,,131.0,,
359,19,1368.png,26,3,99,103,78,62,0.3221917748451233,#674e3e,Brown,,294.0,1368.png,2.0,M,,132.0,,
360,19,1368.png,26,10,96,88,61,44,0.2569090127944946,#583d2c,Brown,,295.0,1368.png,0.0,S,,,135.0,
361,19,1368.png,26,6,104,74,54,41,0.2247556895017624,#4a3629,Brown,,296.0,1368.png,0.0,S,,,136.0,
362,19,1368.png,26,15,107,89,44,34,0.2072215676307678,#592c22,Brown,,297.0,1368.png,0.0,S,,,137.0,
363,19,1368.png,26,5,115,165,130,121,0.5364258885383606,#a58279,Brown,,298.0,1368.png,1.0,W,29.0,,,
364,19,1368.png,26,16,117,70,48,34,0.202610194683075,#463022,Brown,,299.0,1368.png,0.0,S,,,138.0,
365,19,1368.png,26,5,122,80,59,51,0.2466105818748474,#503b33,Brown,,300.0,1368.png,0.0,S,,,139.0,
366,19,1368.png,26,17,125,76,50,40,0.2149176597595215,#4c3228,Brown,,301.0,1368.png,0.0,S,,,140.0,
367,19,1368.png,26,6,131,102,59,50,0.2646611928939819,#663b32,Brown,,302.0,1368.png,2.0,M,,133.0,,
368,19,1368.png,26,6,140,108,83,65,0.3412341475486755,#6c5341,Brown,,303.0,1368.png,2.0,M,,134.0,,
369,19,1368.png,26,15,142,58,47,39,0.1912184208631516,#3a2f27,Brown,,304.0,1368.png,0.0,S,,,141.0,
370,19,1368.png,26,19,136,115,91,72,0.3714905679225922,#735b48,Brown,,305.0,1368.png,2.0,M,,135.0,,
371,19,1368.png,26,3,148,131,106,95,0.4334094226360321,#836a5f,Brown,,306.0,1368.png,2.0,M,,136.0,,
372,19,1368.png,26,2,155,113,102,109,0.4111458659172058,#71666d,Brown,,307.0,1368.png,2.0,M,,137.0,,
373,19,1368.png,26,2,161,132,108,86,0.4373090267181396,#846c56,Brown,,308.0,1368.png,2.0,M,,138.0,,
374,19,1368.png,26,10,158,132,113,103,0.4561431407928467,#847167,Brown,,309.0,1368.png,2.0,M,,139.0,,
375,19,1368.png,26,14,150,107,82,66,0.33787801861763,#6b5242,Brown,,310.0,1368.png,2.0,M,,140.0,,
376,19,1368.png,26,6,169,160,141,148,0.5707537531852722,#a08d94,Brown,,311.0,1368.png,1.0,W,30.0,,,
377,19,1368.png,26,23,160,163,160,164,0.6310819983482361,#a3a0a4,Brown,,312.0,1368.png,1.0,W,31.0,,,
378,19,1368.png,26,24,129,121,104,93,0.4188995957374573,#79685d,Brown,,313.0,1368.png,2.0,M,,141.0,,
379,19,1368.png,26,19,101,177,158,165,0.6374204158782959,#b19ea5,Brown,,314.0,1368.png,1.0,W,32.0,,,
380,20,1370.png,49,11,45,66,47,38,0.1976023614406586,#422f26,Brown,,315.0,1370.png,0.0,S,,,142.0,
381,20,1370.png,49,4,42,60,47,32,0.1909058690071106,#3c2f20,Brown,,316.0,1370.png,0.0,S,,,143.0,
382,20,1370.png,49,19,39,94,53,36,0.2372031360864639,#5e3524,Brown,,317.0,1370.png,0.0,S,,,144.0,
383,20,1370.png,49,36,15,90,65,48,0.2709286510944366,#5a4130,Brown,,318.0,1370.png,2.0,M,,142.0,,
384,20,1370.png,49,41,18,74,53,59,0.2270396053791046,#4a353b,Brown,,319.0,1370.png,0.0,S,,,145.0,
385,20,1370.png,49,47,19,72,53,46,0.2216972559690475,#48352e,Brown,,320.0,1370.png,0.0,S,,,146.0,
386,20,1370.png,49,30,90,116,77,53,0.327674925327301,#744d35,Brown,,321.0,1370.png,2.0,M,,143.0,,
387,20,1370.png,49,38,54,203,196,157,0.7634337544441223,#cbc49d,Brown,,322.0,1370.png,1.0,W,33.0,,,
388,20,1370.png,49,42,43,71,46,33,0.1975498050451279,#472e21,Brown,,323.0,1370.png,0.0,S,,,147.0,
389,20,1370.png,49,39,34,90,64,53,0.2695368826389313,#5a4035,Brown,,324.0,1370.png,2.0,M,,144.0,,
390,20,1370.png,49,59,124,92,65,61,0.2762709856033325,#5c413d,Brown,,325.0,1370.png,2.0,M,,145.0,,
391,20,1370.png,49,108,119,68,41,38,0.1824360936880112,#442926,Brown,,326.0,1370.png,0.0,S,,,148.0,
392,20,1370.png,49,127,126,150,121,99,0.4924560785293579,#967963,Brown,,327.0,1370.png,1.0,W,34.0,,,
393,20,1370.png,49,102,103,71,46,40,0.1995290219783783,#472e28,Brown,,328.0,1370.png,0.0,S,,,149.0,
394,20,1370.png,49,95,111,93,71,64,0.2947854995727539,#5d4740,Brown,,329.0,1370.png,2.0,M,,146.0,,
395,20,1370.png,49,89,121,112,84,69,0.3485039174556732,#705445,Brown,,330.0,1370.png,2.0,M,,147.0,,
396,20,1370.png,49,89,128,88,77,100,0.3176305890083313,#584d64,Brown,,331.0,1370.png,2.0,M,,148.0,,
397,20,1370.png,49,82,135,80,55,49,0.2348231375217438,#503731,Brown,,332.0,1370.png,0.0,S,,,150.0,
398,20,1370.png,49,72,127,89,67,67,0.2810784578323364,#594343,Brown,,333.0,1370.png,2.0,M,,149.0,,
399,20,1370.png,49,68,139,67,41,44,0.1832992285490036,#43292c,Brown,,334.0,1370.png,0.0,S,,,151.0,
400,20,1370.png,49,75,136,101,77,74,0.3211125433444977,#654d4a,Brown,,335.0,1370.png,2.0,M,,150.0,,
401,20,1370.png,49,53,111,113,85,63,0.3504462838172913,#71553f,Brown,,336.0,1370.png,2.0,M,,151.0,,
402,20,1370.png,49,99,73,123,99,80,0.4028631448745728,#7b6350,Brown,,337.0,1370.png,2.0,M,,152.0,,
403,20,1370.png,49,97,91,58,49,38,0.1965466737747192,#3a3126,Brown,,338.0,1370.png,0.0,S,,,152.0,
404,20,1370.png,49,189,34,81,51,32,0.2196278274059296,#513320,Brown,,339.0,1370.png,0.0,S,,,153.0,
405,20,1370.png,49,180,20,76,47,41,0.2067839354276657,#4c2f29,Brown,,340.0,1370.png,0.0,S,,,154.0,
406,20,1370.png,49,174,30,74,46,38,0.2014635354280472,#4a2e26,Brown,,341.0,1370.png,0.0,S,,,155.0,
407,20,1370.png,49,167,37,69,48,41,0.2037560790777206,#453029,Brown,,342.0,1370.png,0.0,S,,,156.0,
408,20,1370.png,49,179,43,124,94,63,0.3848623335361481,#7c5e3f,Brown,,343.0,1370.png,2.0,M,,153.0,,
409,20,1370.png,49,164,54,59,38,30,0.1642576456069946,#3b261e,Brown,,344.0,1370.png,0.0,S,,,157.0,
410,20,1370.png,49,161,81,76,56,47,0.2337297946214676,#4c382f,Brown,,345.0,1370.png,0.0,S,,,158.0,
411,20,1370.png,49,166,60,56,41,35,0.1715878397226334,#382923,Brown,,346.0,1370.png,0.0,S,,,159.0,
412,20,1370.png,49,144,97,49,34,30,0.144702360033989,#31221e,Brown,,347.0,1370.png,0.0,S,,,160.0,
413,20,1370.png,49,151,98,89,54,43,0.23782117664814,#59362b,Brown,,348.0,1370.png,0.0,S,,,161.0,
414,20,1370.png,49,125,89,81,64,56,0.2628851234912872,#514038,Brown,,349.0,1370.png,0.0,S,,,162.0,
415,20,1370.png,49,126,98,92,66,40,0.2731388211250305,#5c4228,Brown,,350.0,1370.png,2.0,M,,154.0,,
416,20,1370.png,49,145,72,109,81,78,0.3401321470737457,#6d514e,Brown,,351.0,1370.png,2.0,M,,155.0,,
417,20,1370.png,49,114,44,104,72,71,0.3087368607521057,#684847,Brown,,352.0,1370.png,2.0,M,,156.0,,
418,20,1370.png,49,115,35,126,107,101,0.4337446689605713,#7e6b65,Brown,,353.0,1370.png,2.0,M,,157.0,,
419,20,1370.png,49,126,20,100,78,55,0.3177125453948975,#644e37,Brown,,354.0,1370.png,2.0,M,,158.0,,
420,20,1370.png,49,138,33,115,78,61,0.3319090008735657,#734e3d,Brown,,355.0,1370.png,2.0,M,,159.0,,
421,20,1370.png,49,145,33,75,53,37,0.2216525673866272,#4b3525,Brown,,356.0,1370.png,0.0,S,,,163.0,
422,20,1370.png,49,152,35,88,70,79,0.2920545041561127,#58464f,Brown,,357.0,1370.png,2.0,M,,160.0,,
423,20,1370.png,49,166,16,91,75,74,0.3071682453155518,#5b4b4a,Brown,,358.0,1370.png,2.0,M,,161.0,,
424,20,1370.png,49,178,5,68,64,74,0.2571411728858948,#44404a,Brown,,359.0,1370.png,0.0,S,,,164.0,
425,20,1370.png,49,77,37,117,99,104,0.404649019241333,#756368,Brown,,360.0,1370.png,2.0,M,,162.0,,
426,20,1370.png,49,79,49,86,65,62,0.2715537548065186,#56413e,Brown,,361.0,1370.png,2.0,M,,163.0,,
427,20,1370.png,49,105,34,105,72,54,0.304763525724411,#694836,Brown,,362.0,1370.png,2.0,M,,164.0,,
428,20,1370.png,49,50,76,111,78,59,0.3280102014541626,#6f4e3b,Brown,,363.0,1370.png,2.0,M,,165.0,,
429,21,1404.png,43,46,29,94,68,55,0.2846576571464539,#5e4437,Brown,,364.0,1404.png,2.0,M,,166.0,,
430,21,1404.png,43,33,54,150,123,100,0.4983498156070709,#967b64,Brown,,365.0,1404.png,1.0,W,35.0,,,
431,21,1404.png,43,14,48,98,80,93,0.3324011862277985,#62505d,Brown,,366.0,1404.png,2.0,M,,167.0,,
432,21,1404.png,43,20,100,119,110,115,0.440286248922348,#776e73,Brown,,367.0,1404.png,2.0,M,,168.0,,
433,21,1404.png,43,24,116,109,89,76,0.3620105981826782,#6d594c,Brown,,368.0,1404.png,2.0,M,,169.0,,
434,21,1404.png,43,26,124,135,125,158,0.507860004901886,#877d9e,Blue,66.0,,1404.png,,N,,,,66.0
435,21,1404.png,43,20,140,91,70,60,0.2891823351383209,#5b463c,Brown,,369.0,1404.png,2.0,M,,170.0,,
436,21,1404.png,43,34,137,133,112,131,0.4620878398418427,#857083,Brown,,370.0,1404.png,1.0,W,36.0,,,
437,21,1404.png,43,46,147,117,97,94,0.3962105810642242,#75615e,Brown,,371.0,1404.png,2.0,M,,171.0,,
438,21,1404.png,43,28,164,125,88,65,0.3694282472133636,#7d5841,Brown,,372.0,1404.png,2.0,M,,172.0,,
439,21,1404.png,43,41,172,154,145,160,0.5803686380386353,#9a91a0,Blue,67.0,,1404.png,,N,,,,67.0
440,21,1404.png,43,54,175,162,158,162,0.6240721344947815,#a29ea2,Brown,,373.0,1404.png,1.0,W,37.0,,,
441,21,1404.png,43,67,184,110,89,79,0.3636921644210815,#6e594f,Brown,,374.0,1404.png,2.0,M,,173.0,,
442,21,1404.png,43,11,174,115,106,110,0.4243172705173492,#736a6e,Brown,,375.0,1404.png,2.0,M,,174.0,,
443,21,1404.png,43,12,157,107,104,136,0.4193909764289856,#6b6888,Blue,68.0,,1404.png,,N,,,,68.0
444,21,1404.png,43,67,159,111,92,90,0.3760521709918976,#6f5c5a,Brown,,376.0,1404.png,2.0,M,,175.0,,
445,21,1404.png,43,78,171,100,88,82,0.3534015715122223,#645852,Brown,,377.0,1404.png,2.0,M,,176.0,,
446,21,1404.png,43,59,134,91,69,81,0.2923144996166229,#5b4551,Brown,,378.0,1404.png,2.0,M,,177.0,,
447,21,1404.png,43,80,132,81,62,44,0.2538811564445496,#513e2c,Brown,,379.0,1404.png,0.0,S,,,165.0,
448,21,1404.png,43,93,150,100,87,97,0.3548372685909271,#645761,Brown,,380.0,1404.png,2.0,M,,178.0,,
